"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"鉄板串焼酒場　赤羽家","大阪市中央区東心斎橋２丁目５番32号　みわビル１Ｆ","てっぱんくしやきさかば　あかばねや","環境・リサイクル","情報提供登録喫煙所","","","https://www.instagram.com/teppan_akabaneya?igsh=MXJ6YmhzNjlkbW96Ng%3D%3D&utm_source=qr","","","面積等：23.3㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）
月～土 18:00～5:00／日 18:00～24:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.504097549461","34.6718433429477","情報提供喫煙所"
"居酒屋Ｐａｎｄｏｒａ","大阪市中央区東心斎橋２丁目１番13号　日宝ジャンボビル１階８号","いざかやぱんどら","環境・リサイクル","情報提供登録喫煙所","","","https://www.instagram.com/pandora.mana_1110?igsh=bGM2cXRib2tsYjFw&utm_source=qr","","","面積等：22.11㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）18:00～2:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.505697050416","34.6713172663961","情報提供喫煙所"
"まいどはるみ","大阪市中央区千日前２丁目６番８号　ゴールデンフタバビル４階","まいどはるみ","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：10㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日含む）17:30～23:30，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.504426246738","34.6665591321232","情報提供喫煙所"
"笑庵","大阪市中央区難波１丁目３番14号","わらいあん","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：20㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：火～日（祝日含む）16:00～20:30，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.502395918623","34.6675616640659","情報提供喫煙所"
"焼酎酒屋たけ","大阪市中央区難波４丁目５番８号　201","しょうちゅうさかやたけ","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：30㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：火～日（祝日含む）
火～金 19:00～24:00／土・日 15:00～23:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.499425268892","34.6654503382231","情報提供喫煙所"
"鹿肉料理専門店Ｂｕｔｔｏｃｋｓ","大阪市中央区千日前１丁目４番19号　中島ビル１Ｆ右奥","しかにくりょうりせんもんてんばとっくす","環境・リサイクル","情報提供登録喫煙所","","","https://www.hotpepper.jp/strJ001187200/","","","面積等：13.2㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）
月～土 11:00～14:00、18:00～4;00／
日 18:00～4:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.504517011663","34.6675414656458","情報提供喫煙所"
"ＡＲＩ","大阪市中央区心斎橋筋２丁目２番３号","あり","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：30㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～金（祝日除く）20:00～23:30，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.5021164093","34.6708982802913","情報提供喫煙所"
"アルモンデ","大阪市中央区難波４丁目６番２号　ミューズビル４階","あるもんで","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：15㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）19:00～23:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.499312397866","34.666467866316","情報提供喫煙所"
"Ｌｉｖｉｎｇまき","大阪市中央区千日前１丁目６番７号　日宝阪町ファイブ３階","りびんぐまき","環境・リサイクル","情報提供登録喫煙所","","","https://www.snakaranavi.net/shop.php?sno=12512","","","面積等：15㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、火、木～土（祝日除く）19:30～24:00
（休業日）お盆、年末年始，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.504752361791","34.6680674907676","情報提供喫煙所"
"喫茶＆軽食　ナイアガラ","大阪市中央区日本橋１丁目３番17号　エンビイビル１階","きっさあんどけいしょく　ないあがら","環境・リサイクル","情報提供登録喫煙所","","","https://youtu.be/GLjVB-PSpPI?si=11x_VpUR0k_QT9Up","","","面積等：25㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日除く）9:00～18:00
（休業日）第２ 第４木曜日，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.505740309116","34.6679040489963","情報提供喫煙所"
"山家珈琲","大阪市中央区難波４丁目８番６号","やまやこーひー","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：25㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～金（祝日除く）12:00～17:00
（休業日）年末年始，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.498732762205","34.6664718860676","情報提供喫煙所"
"千日前やすだや","大阪市中央区千日前１丁目９番８号","せんにちまえやすだや","環境・リサイクル","情報提供登録喫煙所","","","https://www.yasuda-ya.jp/","","","面積等：20㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、水～日（祝日含む）
月、水、木 16:00～24:00／金・土・祝前日 16;00～3:00
（休業日）GW・お盆・年末年始は変則営業のため、利用の際は店舗に確認が必要。，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.503827694301","34.6673288192338","情報提供喫煙所"
"立ち呑みクック　オッソオッセョ！","大阪市中央区東心斎橋２丁目１番13号　ジャンボビル１階７号","たちのみくっく　おっそおっせょ！","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：２㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：火～日（祝日含む）
火～土 18:00～2:00／日、祝 18:00～23:00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.505592067515","34.6713100793406","情報提供喫煙所"
"バーアザブ","大阪市中央区東心斎橋２丁目８番20号　リアライズ畳屋町ビル２階","ばーあざぶ","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：24㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）20:00～3:00
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.502586683462","34.6714839352048","情報提供喫煙所"
"ＰｒｅＣｌｏ　プレクロ","大阪市中央区難波千日前14番２号　２階","ぷれくろ","環境・リサイクル","情報提供登録喫煙所","","","https://x.com/preclo","","","面積等：26㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日含む）20:00～2:00
（休業日）祝日が日曜日の場合は通常営業し、翌月曜日が休業。，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.503372044976","34.6640761190789","情報提供喫煙所"
"フィフティーフィフティー","大阪市中央区難波４丁目３番16号　ＧＴタウン２階201号","ふぃふてぃーふぃふてぃー","環境・リサイクル","情報提供登録喫煙所","","","https://g.co/kgs/1mgPbw","","","面積等：23.52㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～土（祝日除く）19:00～23:30
（休業日）年末年始，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.499403284912","34.6658868434262","情報提供喫煙所"
"立ち呑み毘","大阪市中央区日本橋１丁目21番20号","たちのみび","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：18.5㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）16:00～24:00
（休業日）第２火曜日、第４木曜日，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.506389742839","34.665643752832","情報提供喫煙所"
"立呑みＱ","大阪市中央区難波千日前13番４号","たちのみきゅー","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：20㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）17:00～24:00
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.503198410637","34.6642402485169","情報提供喫煙所"
"湯里公衆喫煙所","大阪市東住吉区湯里４丁目９番12号","ゆざとこうしゅうきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：13.73平方メートル，供用時間：月曜日から日曜日（祝日含む）の８時から20時まで，喫煙所形態：屋外閉鎖型","","135.535424119024","34.6094801519464","大阪市指定喫煙所"
"（有）谷山商店","都島区大東町1-14-13","（ゆう）たにやましょうてん","環境・リサイクル","古紙回収協力店","06-6921-4303","","http://www.city.osaka.lg.jp/kankyo/page/0000209691.html","","","","","135.5299265","34.7243624000006","古紙回収協力店"
"（株）スカット","大正区鶴町1-11-13","（かぶ）すかっと","環境・リサイクル","古紙回収協力店","06-4395-5177","","http://www.city.osaka.lg.jp/kankyo/page/0000209691.html","","","","","135.458627600002","34.636759700001","古紙回収協力店"
"（株）さつき","大正区鶴町4-12-27","（かぶ）さつき","環境・リサイクル","古紙回収協力店","06-6552-7272","","http://www.city.osaka.lg.jp/kankyo/page/0000209691.html","","","","","135.452551200002","34.645099400001","古紙回収協力店"
"太陽企業（株）　大阪支店","大正区南恩加島1-13-18","たいようきぎょう（かぶ）　おおさかしてん","環境・リサイクル","古紙回収協力店","06-6555-1494","","http://www.city.osaka.lg.jp/kankyo/page/0000209691.html","","","","","135.472039700002","34.633743000001","古紙回収協力店"
"（株）松南サービス","大正区南恩加島4-4-53","（かぶ）しょうなんさーびす","環境・リサイクル","古紙回収協力店","06-6551-3459","","http://www.city.osaka.lg.jp/kankyo/page/0000209691.html","","","","","135.468550400002","34.633345700001","古紙回収協力店"
