"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"ハルカス前喫煙所","大阪市阿倍野区阿倍野筋１丁目","はるかすまえきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：8.74平方メートル，供用時間：月曜日から日曜日（祝日含む）の７時から20時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.514839052819","34.6461041666499","大阪市指定喫煙所"
"長池公園喫煙所","大阪市阿倍野区西田辺町１丁目10番","ながいけこうえんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：8.74平方メートル，供用時間：月曜日から日曜日（祝日含む）の７時から20時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.518326153182","34.6209536739569","大阪市指定喫煙所"
"美章園駅前喫煙所","大阪市阿倍野区美章園３丁目５番１号","びしょうえんえきまえきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：11.55平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所","","135.523624982438","34.6377790960156","大阪市指定喫煙所"
"コスモスクエア駅前喫煙所","大阪市住之江区南港北１丁目29番","こすもすくえあえきまえきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：26.33平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所","","135.411913723095","34.6420115697666","大阪市指定喫煙所"
"長居駅前喫煙所","大阪市住吉区長居東４丁目８番","ながいえきまえきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：16.65平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所","","135.511597615481","34.6090871643237","大阪市指定喫煙所"
"我孫子町駅前喫煙所","大阪市住吉区我孫子３丁目","あびこちょうえきまえきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：16.65平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所","","135.506315236676","34.6014484314129","大阪市指定喫煙所"
"平野駅前喫煙所","大阪市平野区平野元町９丁目","ひらのえきまえきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：11平方メートル，供用時間：月曜日から日曜日（祝日含む）の７時から20時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.551439040946","34.6310861634365","大阪市指定喫煙所"
"出戸５丁目喫煙所","大阪市平野区長吉出戸５丁目３番","でと５ちょうめきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：13.28平方メートル，供用時間：月曜日から日曜日（祝日含む）の７時から20時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.570540158835","34.6087985967356","大阪市指定喫煙所"
"瓜破霊園喫煙所","大阪市平野区瓜破東４丁目","うりわりれいえんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：15.21平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所","","135.559641311933","34.6044415448467","大阪市指定喫煙所"
"天下茶屋駅前北喫煙所","大阪市西成区天下茶屋２丁目65番","てんがちゃやえきまえきたきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：8.74平方メートル，供用時間：月曜日から日曜日（祝日含む）の７時から20時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.497093907198","34.637339623536","大阪市指定喫煙所"
"玉出南公園喫煙所","大阪市西成区玉出中２丁目13番","たまでみなみこうえんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：8.74平方メートル，供用時間：月曜日から日曜日（祝日含む）の７時から20時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.491809395411","34.6235629733651","大阪市指定喫煙所"
"京橋駅喫煙所","大阪市都島区東野田町３丁目10番４号","きょうばしえききつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：13.07平方メートル，供用時間：月曜日から日曜日（祝日含む）の５時30分から25時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.533457875724","34.698430775411","大阪市指定喫煙所"
"シナプス心斎橋喫煙所","大阪市中央区南船場２丁目８番11号　１階","しなぷすしんさいばしきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：4.18平方メートル，供用時間：月曜日から金曜日（祝日除く）の８時から18時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.504633727248","34.677625105743","大阪市指定喫煙所"
"心斎橋東クリスタルホテル喫煙所","大阪市中央区島之内２丁目４番28号","しんさいばしひがしくりすたるほてるきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：4.06平方メートル，供用時間：月曜日から金曜日（祝日除く）の８時から18時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.509187733096","34.669999146612","大阪市指定喫煙所"
"道頓堀クリスタルホテルⅡ喫煙所","大阪市中央区瓦屋町２丁目17番４号","どうとんぼりくりすたるほてるⅡきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：4.18平方メートル，供用時間：月曜日から金曜日（祝日除く）の８時から18時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.510962175982","34.6709128343409","大阪市指定喫煙所"
"道頓堀クリスタルエグゼ喫煙所","大阪市中央区瓦屋町３丁目６番19号","どうとんぼりくりすたるえぐぜきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：4.5平方メートル，供用時間：月曜日から金曜日（祝日除く）の８時から18時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.511700667396","34.6689458921608","大阪市指定喫煙所"
"新世界環境公共喫煙所","大阪市浪速区恵美須東２丁目１番２の一部、１番193の一部","しんせいかいかんきょうこうきょうきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：4.65平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所","","135.50698261353","34.651936824115","大阪市指定喫煙所"
"ローソン東住吉湯里二丁目店喫煙所","大阪市東住吉区湯里２丁目18番11号","ろーそんひがしすみよしゆざとにちょうめてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：5平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋内喫煙所","","135.538288859017","34.6161970076127","大阪市指定喫煙所"
"＆will Smoking Space 浜口","大阪市住之江区浜口東３丁目４番17号-B1","あんどういるすもーきんぐすぺーすはまぐち","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：5.42平方メートル，供用時間：月曜日から金曜日（祝日除く）の９時から18時まで，喫煙所形態：屋内喫煙所","","135.486527422641","34.6090726139004","大阪市指定喫煙所"
"＆will Smoking Space 粉浜","大阪市住之江区粉浜１丁目27番19号","あんどういるすもーきんぐすぺーすこはま","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：21.31平方メートル，供用時間：月曜日から金曜日（祝日除く）の９時から17時まで，喫煙所形態：屋内喫煙所","","135.490712593989","34.6190784928689","大阪市指定喫煙所"
"アパートポンペイ１階喫煙所","大阪市西成区萩之茶屋３丁目２番３号　アパートポンペイ","あぱーとぽんぺい１かいきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：8.6平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋内喫煙所","","135.501361616883","34.6450493651634","大阪市指定喫煙所"
"Ｐ・ＲＯＯＴｓ喫煙所","大阪市西成区梅南１丁目１番26号","ぴーるーつきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：2.52平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所","","135.495678096269","34.6434404762124","大阪市指定喫煙所"
"P-ROOTｓ ＭＡＮＤＯＲＥ屋内喫煙所（北西）","大阪市住吉区我孫子３丁目13番16号","ぴーるーつまんどれきつえんじょ（ほくせい）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：1.9平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時50分まで，喫煙所形態：屋内喫煙所","","135.507097066087","34.6020293164505","大阪市指定喫煙所"
"P-ROOTｓ ＭＡＮＤＯＲＥ屋内喫煙所（南西）","大阪市住吉区我孫子３丁目13番16号","ぴーるーつまんどれきつえんじょ（なんせい）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：1.9平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時50分まで，喫煙所形態：屋内喫煙所","","135.507029405398","34.6019479071435","大阪市指定喫煙所"
"P-ROOTｓ ＭＡＮＤＯＲＥ屋内喫煙所（中央）","大阪市住吉区我孫子３丁目13番16号","ぴーるーつまんどれきつえんじょ（ちゅうおう）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：2.8平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時50分まで，喫煙所形態：屋内喫煙所","","135.507032756823","34.6018419928972","大阪市指定喫煙所"
"P-ROOTｓ ＭＡＮＤＯＲＥ屋内喫煙所（東）","大阪市住吉区我孫子３丁目13番16号","ぴーるーつまんどれきつえんじょ（ひがし）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：2.2平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時50分まで，喫煙所形態：屋内喫煙所","","135.507227232612","34.6016805056122","大阪市指定喫煙所"
"西梅田公園喫煙所","大阪市北区梅田2丁目6番","にしうめだこうえんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：17.4平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所（加熱式たばこ専用と紙巻たばこ専用のエリアを分けたハイブリッド型喫煙所）","","135.490819156016","34.6977376446568","大阪市指定喫煙所"
"城見緑道南喫煙所","大阪市中央区城見1丁目","しろみりょくどうみなみきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：11.08平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所（加熱式たばこ専用と紙巻たばこ専用のエリアを分けたハイブリッド型喫煙所）","","135.531700558019","34.6906279933053","大阪市指定喫煙所"
"城見緑道北喫煙所","大阪市中央区城見2丁目","しろみりょくどうきたきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：12.72平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所（加熱式たばこ専用と紙巻たばこ専用のエリアを分けたハイブリッド型喫煙所）","","135.53135940796","34.6940213693993","大阪市指定喫煙所"
"西横堀公園喫煙所","大阪市西区立売堀1丁目（西横堀公園内）","にしよこぼりこうえんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：51.6平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所（加熱式たばこ専用と紙巻たばこ専用のエリアを分けたハイブリッド型喫煙所）","","135.497708744949","34.680025273638","大阪市指定喫煙所"
"ポートタウン東駅前喫煙所","大阪市住之江区南港中2丁目","ぽーとたうんひがしえきまえきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：17.4平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所（加熱式たばこ専用と紙巻たばこ専用のエリアを分けたハイブリッド型喫煙所）","","135.428837076728","34.631333333306","大阪市指定喫煙所"
"東中浜喫煙所","大阪市城東区東中浜３丁目６番１号","ひがしなかはまきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：2.8平方メートル，供用時間：月曜日から日曜日（祝日含む）の6時から20時まで，喫煙所形態：屋内喫煙所","","135.545726109157","34.6824646892493","大阪市指定喫煙所"
"キコーナ今福店喫煙所","大阪市城東区今福東１丁目９番16号","きこーないまふくてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：4.32平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.557724497337","34.7008166485641","大阪市指定喫煙所"
"夫婦橋喫煙所","大阪市北区天神橋４丁目","めおとばしきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：20.3平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所（加熱式たばこ専用と紙巻たばこ専用のエリアを分けたハイブリッド型喫煙所）","","135.511563306673","34.702915205137","大阪市指定喫煙所"
"小松原町喫煙所","大阪市北区小松原町","こまつばらちょうきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：14.82平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所（加熱式たばこ専用と紙巻たばこ専用のエリアを分けたハイブリッド型喫煙所）","","135.500310954169","34.7020736948642","大阪市指定喫煙所"
"天神橋南詰喫煙所","大阪市中央区北浜東","てんじんばしみなみづめきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：17.38平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所（加熱式たばこ専用と紙巻たばこ専用のエリアを分けたハイブリッド型喫煙所）","","135.511500430917","34.6903821707698","大阪市指定喫煙所"
"四ツ橋筋交差点喫煙所","大阪市西区新町１丁目","よつばしすじこうさてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：24平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所（加熱式たばこ専用と紙巻たばこ専用のエリアを分けたハイブリッド型喫煙所）","","135.497275905217","34.675229539475","大阪市指定喫煙所"
"新大阪駅北喫煙所","大阪市淀川区宮原３丁目","しんおおさかえききたきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：29.6平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所（加熱式たばこ専用と紙巻たばこ専用のエリアを分けたハイブリッド型喫煙所）","","135.49768549947","34.7340967156922","大阪市指定喫煙所"
"新大阪駅南喫煙所","大阪市淀川区西中島５丁目","しんおおさかえきみなみきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：18.8平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所（加熱式たばこ専用と紙巻たばこ専用のエリアを分けたハイブリッド型喫煙所）","","135.499850360303","34.7323116891501","大阪市指定喫煙所"
"居酒屋　かずやん","大阪市西区新町１丁目23番５号","いざかや　かずやん","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：23.14㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～金　17：00～23：00
（休業日）土・日・祝日，喫煙所のみの利用：不可（店舗利用必要）","","135.495826100578","34.6764504428635","情報提供喫煙所"
"大阪トヨタNorth株式会社　福島店","大阪市福島区福島５丁目17番２号","おおさかとよたのーすかぶしきがいしゃ　ふくしまてん","環境・リサイクル","情報提供登録喫煙所","","","https://n-osaka-toyota.jp/store/fukushima","","","面積等：4㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～金（祝日除く）　10：00～18：00
土、日（祝日除く）　10：00～19：00
（休業日）第2火曜日、ゴールデンウイーク、夏季休業、年末年始，喫煙所のみの利用：不可（店舗利用必要）","","135.485179780528","34.6951725173575","情報提供喫煙所"
"大阪トヨタNorth株式会社　松屋町店","大阪市中央区和泉町２丁目３番８号","おおさかとよたのーすかぶしきがいしゃ　まつやまちてん","環境・リサイクル","情報提供登録喫煙所","","","https://n-osaka-toyota.jp/store/matsuyamachi","","","面積等：4㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～金（祝日除く）　10：00～18：00
土、日（祝日除く）　10：00～19：00
（休業日）第2火曜日、ゴールデンウイーク、夏季休業、年末年始，喫煙所のみの利用：不可（店舗利用必要）","","135.512633482662","34.6795997511689","情報提供喫煙所"
"大阪トヨタNorth株式会社　西店","大阪市西区川口２丁目６番11号","おおさかとよたのーすかぶしきがいしゃ　にしてん","環境・リサイクル","情報提供登録喫煙所","","","https://n-osaka-toyota.jp/store/nishi","","","面積等：4㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～金（祝日除く）　10：00～18：00
土、日（祝日除く）　10：00～19：00
（休業日）第2火曜日、ゴールデンウイーク、夏季休業、年末年始，喫煙所のみの利用：不可（店舗利用必要）","","135.480883625107","34.6813578678532","情報提供喫煙所"
"大阪トヨタNorth株式会社　野里店","大阪市西淀川区姫里１丁目16番22号","おおさかとよたのーすかぶしきがいしゃ　のざとてん","環境・リサイクル","情報提供登録喫煙所","","","https://n-osaka-toyota.jp/store/nozato","","","面積等：4㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、水～金（祝日含む）　10：00～18：00
土、日（祝日含む）　10：00～19：00
（休業日）第2月曜日、ゴールデンウイーク、夏季休業、年末年始，喫煙所のみの利用：不可（店舗利用必要）","","135.461130977074","34.7059032085182","情報提供喫煙所"
"大阪トヨタNorth株式会社　サンテラス十三店","大阪市淀川区新高１丁目９番35号","おおさかとよたのーすかぶしきがいしゃ　さんてらすじゅうそうてん","環境・リサイクル","情報提供登録喫煙所","","","https://n-osaka-toyota.jp/store/juso","","","面積等：4㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、水～金（祝日含む）　10：00～18：00
土、日（祝日含む）　10：00～19：00
（休業日）第2月曜日、ゴールデンウイーク、夏季休業、年末年始，喫煙所のみの利用：不可（店舗利用必要）","","135.482631905629","34.73179522003","情報提供喫煙所"
"大阪トヨタNorth株式会社　吹田店","大阪市東淀川区下新庄６丁目９番22号","おおさかとよたのーすかぶしきがいしゃ　すいたてん","環境・リサイクル","情報提供登録喫煙所","","","https://n-osaka-toyota.jp/store/suita","","","面積等：4㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、水～金（祝日含む）　10：00～18：00
土、日（祝日含む）　10：00～19：00
（休業日）第2月曜日、ゴールデンウイーク、夏季休業、年末年始，喫煙所のみの利用：不可（店舗利用必要）","","135.527300659041","34.7475527948737","情報提供喫煙所"
"大阪トヨタNorth株式会社　GR　Garage　ASAHI","大阪市旭区高殿２丁目21番３号","おおさかとよたのーすかぶしきがいしゃ　じーあーる　がれーじ　あさひ","環境・リサイクル","情報提供登録喫煙所","","","https://n-osaka-toyota.jp/garage","","","面積等：4㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、水～日（祝日含む）　11：30～18：00
（休業日）第2・第4月曜日、ゴールデンウイーク、夏季休業、年末年始，喫煙所のみの利用：不可（店舗利用必要）","","135.538160868548","34.7204655236275","情報提供喫煙所"
"大阪トヨタNorth株式会社　城東店","大阪市城東区関目１丁目１番５号","おおさかとよたのーすかぶしきがいしゃ　じょうとうてん","環境・リサイクル","情報提供登録喫煙所","","","https://n-osaka-toyota.jp/store/joto","","","面積等：4㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、水～金（祝日含む）　10：00～18：00
土、日（祝日含む）　10：00～19：00
（休業日）第2月曜日、ゴールデンウイーク、夏季休業、年末年始，喫煙所のみの利用：不可（店舗利用必要）","","135.546777223999","34.7050480085809","情報提供喫煙所"
"大阪トヨタSouth株式会社　天王寺店","大阪市天王寺区大道２丁目10番17号","おおさかとよたさうすかぶしきがいしゃ　てんのうじてん","環境・リサイクル","情報提供登録喫煙所","","","https://s-osaka-toyota.jp/store/tennoji","","","面積等：8㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、水～金（祝日含む）　10：00～18：00
土、日（祝日含む）　10：00～19：00
（休業日）第2月曜日、ゴールデンウイーク、夏季休業、年末年始，喫煙所のみの利用：不可（店舗利用必要）","","135.518607794538","34.6512610943868","情報提供喫煙所"
"大阪トヨタSouth株式会社　生野店","大阪市生野区巽中１丁目25番２号","おおさかとよたさうすかぶしきがいしゃ　いくのてん","環境・リサイクル","情報提供登録喫煙所","","","https://s-osaka-toyota.jp/store/ikuno","","","面積等：1.5㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、水～金（祝日含む）　10：00～18：00
土、日（祝日含む）　10：00～19：00
（休業日）第2月曜日、ゴールデンウイーク、夏季休業、年末年始，喫煙所のみの利用：不可（店舗利用必要）","","135.553991827514","34.6528758379394","情報提供喫煙所"
"大阪トヨタSouth株式会社　東住吉店","大阪市東住吉区今川５丁目１番24号","おおさかとよたさうすかぶしきがいしゃ　ひがしすみよしてん","環境・リサイクル","情報提供登録喫煙所","","","https://s-osaka-toyota.jp/store/higashisumiyoshi","","","面積等：1.5㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、水～金（祝日含む）　10：00～18：00
土、日（祝日含む）　10：00～19：00
（休業日）第2月曜日、ゴールデンウイーク、夏季休業、年末年始，喫煙所のみの利用：不可（店舗利用必要）","","135.538794032553","34.6284368032187","情報提供喫煙所"
"大阪トヨタSouth株式会社　住之江店","大阪市住之江区北加賀屋５丁目６番１号","おおさかとよたさうすかぶしきがいしゃ　すみのえてん","環境・リサイクル","情報提供登録喫煙所","","","https://s-osaka-toyota.jp/store/suminoe","","","面積等：1.5㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、水～金（祝日含む）　10：00～18：00
土、日（祝日含む）　10：00～19：00
（休業日）第2月曜日、ゴールデンウイーク、夏季休業、年末年始，喫煙所のみの利用：不可（店舗利用必要）","","135.475396367286","34.6209815954602","情報提供喫煙所"
"大阪トヨタSouth株式会社　中環平野店","大阪市平野区長吉出戸７丁目１番18号","おおさかとよたさうすかぶしきがいしゃ　ちゅうかんひらのてん","環境・リサイクル","情報提供登録喫煙所","","","https://s-osaka-toyota.jp/store/hirano","","","面積等：2.5㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、水～金（祝日含む）　10：00～18：00
土、日（祝日含む）　10：00～19：00
（休業日）第2月曜日、ゴールデンウイーク、夏季休業、年末年始，喫煙所のみの利用：不可（店舗利用必要）","","135.574054843171","34.6160505982157","情報提供喫煙所"
"タリーズコーヒーJRE梅田スクエアビルディング店","大阪市北区梅田１丁目12番17号　梅田スクエアビル１階","たりーずこーひーじぇいあーるいーうめだすくえあびるでぃんぐてん","環境・リサイクル","情報提供登録喫煙所","","","https://shop.tullys.co.jp/detail/1000053","","","面積等：14.96㎡，喫煙できるたばこ：加熱式専用，開業時間：月～日（祝日含む）8:00～22:00，喫煙所のみの利用：不可（店舗利用必要）","","135.497879833168","34.7005492333011","情報提供喫煙所"
"タリーズコーヒー新大阪阪急ビル店","大阪市淀川区宮原１丁目１番１号　新大阪阪急ビル３階","たりーずこーひーしんおおさかはんきゅうびるてん","環境・リサイクル","情報提供登録喫煙所","","","https://shop.tullys.co.jp/detail/1000685","","","面積等：7.5㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）7:00～22:00，喫煙所のみの利用：不可（店舗利用必要）","","135.499436142552","34.7337836579914","情報提供喫煙所"
"タリーズコーヒーホテル阪神大阪店","大阪市福島区福島５丁目６番16号","たりーずこーひーほてるはんしんおおさかてん","環境・リサイクル","情報提供登録喫煙所","","","https://shop.tullys.co.jp/detail/1000838","","","面積等：38㎡，喫煙できるたばこ：加熱式専用，開業時間：月～日（祝日含む）7:00～22:00，喫煙所のみの利用：不可（店舗利用必要）","","135.487920534136","34.6969719185842","情報提供喫煙所"
"喫茶和光","大阪市旭区大宮１丁目14番19号　１階","きっさわこう","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：2㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）7:00～17:00
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","","135.547170520528","34.721240109054","情報提供喫煙所"
"アプレシオ梅田店","大阪市北区小松原町４番32号　北大阪東通ビル４F","あぷれしおうめだてん","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：3.75㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）終日，喫煙所のみの利用：不可（店舗利用必要）","","135.501440256905","34.7027323168599","情報提供喫煙所"
"お好み焼き 満月","大阪市都島区大東町２丁目５番25号","おこのみやき まんげつ","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：27㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月、火、木～日（祝日含む）
11：30～14：00、17：00～22：00，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.528151409019","34.7237659286089","情報提供喫煙所"
"ＴＥＮＩＣＨＩ寺田町店喫煙所","大阪市阿倍野区天王寺町北２丁目１番４号","てんいちてらだちょうてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：２平方メートル，供用時間：月曜日から日曜日（祝日含む）の１０時から22時30分まで，喫煙所形態：屋内喫煙所","","135.524339000565","34.6481449346737","大阪市指定喫煙所"
"キコーナ十三店喫煙所","大阪市淀川区十三本町１丁目５番２０号","きこーなじゅうそうてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3.18平方メートル，供用時間：月曜日から日曜日（祝日含む）の１０時から22時30分まで，喫煙所形態：屋内喫煙所","","135.482026038413","34.7195546115395","大阪市指定喫煙所"
"ＴＥＮＩＣＨＩ生野店喫煙所","大阪市生野区小路東２丁目11番16号","てんいちいくのてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：２平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時30分まで，喫煙所形態：屋内喫煙所","","135.556545618201","34.661601650813","大阪市指定喫煙所"
"ホルモン　たろちゃん　大正橋店","大阪市大正区三軒家東１丁目２番６号","ほるもん　たろちゃん　たいしょうばしてん","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：26.4㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）11:00～24:00
（休業日）不定休，喫煙所のみの利用：不可（店舗利用必要）","店舗全面喫煙可能","135.479630054404","34.6666239080774","情報提供喫煙所"
"新御堂筋高架下喫煙所","大阪市北区堂山町","しんみどうすじこうかしたきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：37.54平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所（加熱式たばこ専用と紙巻たばこ専用のエリアを分けたハイブリッド型喫煙所）","","135.501825926158","34.7027382664665","大阪市指定喫煙所"
"堂山町喫煙所","大阪市北区小松原町","どうやまちょうきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：55.14平方メートル，供用時間：月曜日から日曜日（祝日含む）の終日，喫煙所形態：屋外開放型喫煙所（加熱式たばこ専用と紙巻たばこ専用のエリアを分けたハイブリッド型喫煙所）","","135.501450206951","34.7036796488194","大阪市指定喫煙所"
"ファミリーマート天六駅前店","大阪市北区本庄東１丁目１番１号","ふぁみりーまーとてんろくえきまえてん","環境・リサイクル","情報提供登録喫煙所","","","","","","面積等：3.45㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）6:00～24:00，喫煙所のみの利用：可","","135.510459392417","34.7111966751042","情報提供喫煙所"
"プロムナードカフェ阪急三番街店","大阪市北区芝田1丁目1番３号　阪急三番街北館１F","ぷろむなーどかふぇ　はんきゅうさんばんがいてん","環境・リサイクル","情報提供登録喫煙所","","","https://www.promenade-cafe.com/shop/","","","面積等：3㎡，喫煙できるたばこ：紙巻き、加熱式，開業時間：月～日（祝日含む）8:00～22:00，喫煙所のみの利用：不可（店舗利用必要）","","135.498651912832","34.7057329998446","情報提供喫煙所"
